,addr_state,annual_inc,emp_length,emp_title,home_ownership,installment,loan_amnt,purpose,term,int_rate,avg_cur_bal,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
7917,OH,37000.0,< 1 year,manager,MORTGAGE,445.91,12000,debt_consolidation,36 months,0.1999,3353.0,101.0,94.0,2.0,2.0,0,0.0,4.0,18.0,6.0,0.0,1.0,20,66.7,0,29,67054.0,Fully Paid
7918,FL,130000.0,10+ years,manager,MORTGAGE,341.22,15000,debt_consolidation,60 months,0.1299,44113.0,267.0,319.0,16.0,1.0,3,0.0,14.0,7.0,8.0,0.0,1.0,10,20.0,0,39,37787.0,Fully Paid
7919,MA,57000.0,10+ years,supervisor,MORTGAGE,249.4,7000,debt_consolidation,36 months,0.1695,28038.0,185.0,211.0,28.0,2.0,2,15.0,5.0,8.0,4.0,0.0,2.0,7,25.0,0,16,14809.0,Charged Off
7921,NC,55200.0,10+ years,prison staff,RENT,324.61,10000,debt_consolidation,36 months,0.1041,2939.0,123.0,285.0,52.0,11.0,0,57.0,8.0,9.0,9.0,0.0,1.0,10,80.0,0,23,29388.0,Charged Off
7922,IL,103000.0,< 1 year,union carpenter,MORTGAGE,1096.62,35000,debt_consolidation,36 months,0.0799,5207.0,155.0,298.0,1.0,1.0,2,50.0,18.0,4.0,26.0,0.0,4.0,29,6.7,0,43,38514.0,Fully Paid
7924,GA,120000.0,1 year,engineer,OWN,495.35,21600,debt_consolidation,60 months,0.1335,17417.0,121.0,192.0,6.0,6.0,3,0.0,9.0,9.0,9.0,0.0,2.0,14,0.0,0,35,43001.0,Fully Paid
7925,SC,46268.0,10+ years,pastor,RENT,260.97,8000,debt_consolidation,36 months,0.1075,3295.0,184.0,141.0,9.0,7.0,0,0.0,3.0,5.0,3.0,0.0,3.0,5,0.0,0,10,16475.0,Fully Paid
7926,AZ,56000.0,3 years,care practitioner/giver,MORTGAGE,269.98,8000,credit_card,36 months,0.1311,22663.0,158.0,118.0,13.0,13.0,2,0.0,2.0,7.0,4.0,0.0,0.0,8,50.0,0,13,33581.0,Fully Paid
7927,NM,36500.0,1 year,transaction processor,RENT,325.18,9300,credit_card,36 months,0.1561,4072.0,14.0,67.0,2.0,2.0,0,0.0,2.0,1.0,5.0,0.0,3.0,6,0.0,0,7,24431.0,Charged Off
7928,NM,50000.0,10+ years,ground operations,MORTGAGE,390.56,12600,debt_consolidation,36 months,0.0726,34381.0,266.0,140.0,13.0,13.0,3,0.0,7.0,9.0,3.0,0.0,0.0,5,33.3,0,24,9750.0,Fully Paid
7929,NV,40000.0,10+ years,analyst,RENT,293.63,8400,debt_consolidation,36 months,0.1559,3833.0,55.0,72.0,27.0,11.0,0,0.0,5.0,5.0,7.0,0.0,1.0,9,100.0,1,15,34493.0,Fully Paid
7930,TX,40000.0,10+ years,operator,OWN,387.49,11000,debt_consolidation,36 months,0.1614,2522.0,120.0,130.0,5.0,5.0,0,0.0,6.0,5.0,5.0,0.0,1.0,5,66.7,1,20,12610.0,Fully Paid
7931,CA,63360.0,10+ years,human resources,RENT,393.55,14400,debt_consolidation,60 months,0.2149,3111.0,49.0,199.0,10.0,5.0,2,39.0,10.0,3.0,13.0,0.0,4.0,14,100.0,0,33,40443.0,Fully Paid
7932,TX,53000.0,2 years,manager,MORTGAGE,515.2,15500,debt_consolidation,36 months,0.1205,9252.0,103.0,133.0,1.0,1.0,5,0.0,5.0,13.0,15.0,0.0,4.0,20,25.0,0,39,70594.0,Fully Paid
7933,NY,55000.0,3 years,rehab service  coordinator,RENT,281.16,12000,debt_consolidation,60 months,0.1431,3136.0,83.0,79.0,5.0,5.0,0,0.0,9.0,7.0,11.0,0.0,3.0,13,33.3,0,24,40773.0,Charged Off
7935,NY,99819.0,10+ years,operator,RENT,722.95,20000,credit_card,36 months,0.1799,1041.0,134.0,220.0,2.0,2.0,4,47.0,34.0,7.0,41.0,0.0,15.0,44,33.3,0,76,45823.0,Charged Off
7936,CA,42000.0,10+ years,building maintenance,RENT,251.68,7200,major_purchase,36 months,0.1559,2592.0,36.0,116.0,30.0,30.0,0,0.0,5.0,2.0,6.0,0.0,0.0,8,50.0,0,9,20733.0,Charged Off
7937,OH,42016.0,2 years,loan support specialist,RENT,285.69,8800,debt_consolidation,36 months,0.1042,936.0,58.0,137.0,15.0,15.0,0,115.0,4.0,1.0,6.0,0.0,0.0,7,0.0,0,12,6553.0,Fully Paid
7939,CA,56000.0,< 1 year,engineer,RENT,678.61,20000,major_purchase,36 months,0.1349,1079.0,71.0,141.0,27.0,27.0,0,12.0,7.0,1.0,3.0,1.0,0.0,4,0.0,0,9,4317.0,Fully Paid
7941,VA,32000.0,< 1 year,social worker,RENT,244.27,7500,debt_consolidation,36 months,0.1064,16631.0,134.0,131.0,4.0,4.0,0,13.0,4.0,23.0,5.0,0.0,2.0,7,50.0,0,30,116418.0,Fully Paid
7942,FL,42000.0,2 years,consultant,OWN,937.88,30000,credit_card,36 months,0.0784,4008.0,76.0,291.0,39.0,11.0,4,43.0,7.0,2.0,9.0,0.0,1.0,12,20.0,0,22,48100.0,Fully Paid
7944,OR,42000.0,2 years,ricoh usa,RENT,105.21,2800,debt_consolidation,36 months,0.208,3120.0,138.0,355.0,2.0,2.0,0,0.0,8.0,16.0,12.0,0.0,3.0,15,100.0,1,32,46796.0,Fully Paid
7945,CA,85000.0,6 years,manager,RENT,620.47,24000,debt_consolidation,60 months,0.1884,8459.0,71.0,142.0,1.0,1.0,0,0.0,2.0,9.0,5.0,0.0,3.0,9,100.0,1,15,76133.0,Fully Paid
7946,UT,70000.0,9 years,production,MORTGAGE,1154.66,35000,debt_consolidation,36 months,0.1153,22826.0,132.0,320.0,15.0,5.0,4,0.0,4.0,4.0,9.0,0.0,1.0,12,25.0,0,20,36136.0,Fully Paid
7947,CA,48000.0,4 years,supervisor,RENT,667.06,20000,debt_consolidation,36 months,0.1229,3516.0,82.0,115.0,2.0,2.0,0,65.0,10.0,2.0,11.0,0.0,2.0,12,14.3,0,17,35162.0,Charged Off
7948,SD,56000.0,5 years,electrician,MORTGAGE,435.88,14000,credit_card,36 months,0.0756,3996.0,73.0,99.0,27.0,19.0,0,0.0,4.0,5.0,5.0,0.0,0.0,7,25.0,1,11,27975.0,Fully Paid
7949,CA,98000.0,10+ years,manager,MORTGAGE,498.15,15000,debt_consolidation,36 months,0.1199,51967.0,81.0,302.0,4.0,4.0,4,0.0,6.0,4.0,5.0,0.0,2.0,8,25.0,0,18,37512.0,Fully Paid
7950,MN,54000.0,1 year,accountant,MORTGAGE,391.45,12000,debt_consolidation,36 months,0.1075,7090.0,205.0,65.0,2.0,2.0,1,47.0,10.0,27.0,26.0,0.0,7.0,42,22.2,1,55,78261.0,Charged Off
7951,CT,48000.0,8 years,member service/operations,RENT,381.07,11300,debt_consolidation,36 months,0.1306,3041.0,139.0,139.0,0.0,0.0,0,69.0,15.0,5.0,7.0,0.0,3.0,9,0.0,0,20,27368.0,Fully Paid
7952,CA,30000.0,6 years,secretary,RENT,324.98,10000,debt_consolidation,36 months,0.1049,1145.0,146.0,275.0,1.0,1.0,1,0.0,8.0,6.0,13.0,0.0,2.0,14,0.0,4,27,14880.0,Charged Off
7953,CA,69000.0,3 years,nurse,RENT,246.62,8000,credit_card,36 months,0.0689,2339.0,97.0,190.0,27.0,10.0,0,26.0,8.0,19.0,8.0,0.0,1.0,25,20.0,0,32,56133.0,Fully Paid
7954,WA,39000.0,3 years,logistics coordinator,RENT,201.42,6000,major_purchase,36 months,0.1274,1983.0,4.0,168.0,4.0,4.0,0,0.0,6.0,1.0,9.0,0.0,7.0,10,33.3,0,10,19834.0,Fully Paid
7955,NV,85000.0,< 1 year,electrician,MORTGAGE,389.58,12000,credit_card,36 months,0.1042,31258.0,48.0,50.0,5.0,5.0,1,0.0,6.0,3.0,5.0,0.0,1.0,7,75.0,0,12,30905.0,Fully Paid
7957,TN,30000.0,10+ years,admin officer/administrator,MORTGAGE,103.22,3000,debt_consolidation,36 months,0.1447,7084.0,99.0,234.0,1.0,1.0,1,19.0,6.0,2.0,9.0,0.0,2.0,11,25.0,0,15,3955.0,Fully Paid
7959,NY,30000.0,1 year,manager,OWN,374.74,10150,small_business,36 months,0.1952,2003.0,90.0,113.0,29.0,29.0,0,20.0,5.0,7.0,4.0,0.0,0.0,6,66.7,0,12,10013.0,Charged Off
7960,MD,78000.0,1 year,proposal facilitator,MORTGAGE,289.35,9000,credit_card,36 months,0.0975,2266.0,142.0,151.0,7.0,7.0,0,81.0,6.0,3.0,6.0,0.0,1.0,7,40.0,0,13,15864.0,Fully Paid
7961,VA,78000.0,6 years,project coordinator,RENT,989.0,30000,debt_consolidation,36 months,0.1148,1775.0,154.0,161.0,2.0,2.0,0,10.0,13.0,7.0,13.0,0.0,2.0,14,100.0,0,38,23070.0,Charged Off
7962,AZ,61648.0,10+ years,top executive,RENT,339.74,10000,credit_card,36 months,0.1358,4556.0,47.0,147.0,11.0,11.0,0,0.0,4.0,1.0,6.0,0.0,1.0,6,66.7,0,9,27338.0,Charged Off
7963,CA,80000.0,5 years,driver,OWN,341.73,10000,house,36 months,0.1399,1788.0,133.0,162.0,11.0,11.0,0,35.0,9.0,7.0,15.0,0.0,1.0,16,42.9,0,31,28613.0,Charged Off
7964,MO,23254.0,4 years,lead groundskeeper,OWN,167.85,5000,debt_consolidation,36 months,0.1274,1522.0,163.0,468.0,3.0,3.0,0,0.0,10.0,6.0,10.0,0.0,5.0,12,0.0,1,24,13697.0,Charged Off
7965,NY,110000.0,9 years,analyst,RENT,395.55,12000,credit_card,36 months,0.1147,3200.0,129.0,84.0,15.0,6.0,0,68.0,7.0,5.0,6.0,0.0,1.0,8,100.0,0,13,25596.0,Charged Off
7966,TX,178000.0,2 years,chief operating officer,MORTGAGE,1074.48,31000,debt_consolidation,36 months,0.1499,79096.0,162.0,240.0,29.0,5.0,3,0.0,8.0,9.0,2.0,0.0,1.0,6,50.0,0,22,96673.0,Charged Off
7968,OH,74800.0,10+ years,analyst,MORTGAGE,903.55,30000,debt_consolidation,60 months,0.263,13371.0,152.0,180.0,2.0,2.0,2,0.0,5.0,14.0,8.0,0.0,2.0,16,100.0,0,29,139726.0,Fully Paid
7969,MD,300000.0,4 years,tidewater anesthesia associates,MORTGAGE,366.82,10000,other,36 months,0.1905,42247.0,136.0,204.0,10.0,2.0,2,48.0,16.0,11.0,11.0,0.0,3.0,16,75.0,0,40,68683.0,Fully Paid
7972,WY,24000.0,1 year,ranch hand,RENT,413.45,12800,debt_consolidation,36 months,0.1007,2608.0,103.0,73.0,6.0,6.0,0,0.0,5.0,6.0,5.0,0.0,1.0,7,0.0,0,12,15650.0,Fully Paid
7973,UT,38000.0,5 years,admin officer/administrator,MORTGAGE,470.3,13825,debt_consolidation,36 months,0.1367,28402.0,117.0,171.0,3.0,3.0,1,0.0,2.0,3.0,6.0,0.0,3.0,8,100.0,0,11,30097.0,Fully Paid
7974,IL,67000.0,2 years,assistant,MORTGAGE,357.46,14825,credit_card,60 months,0.1561,20088.0,17.0,257.0,9.0,9.0,3,0.0,7.0,2.0,7.0,0.0,5.0,11,20.0,0,18,21348.0,Fully Paid
7975,CA,200000.0,2 years,sales rep,RENT,633.05,19200,credit_card,36 months,0.1149,3895.0,127.0,120.0,22.0,22.0,0,0.0,8.0,5.0,7.0,0.0,0.0,9,80.0,0,18,35058.0,Charged Off
7976,TX,25000.0,4 years,nurse,RENT,248.48,10000,debt_consolidation,60 months,0.1699,2363.0,44.0,36.0,2.0,2.0,0,0.0,4.0,4.0,7.0,0.0,3.0,9,25.0,0,11,21265.0,Charged Off
7977,TX,53000.0,10+ years,management,MORTGAGE,503.54,15000,credit_card,36 months,0.1274,3412.0,95.0,169.0,4.0,3.0,0,25.0,14.0,6.0,8.0,0.0,4.0,9,75.0,0,32,30707.0,Charged Off
7978,DE,30000.0,1 year,school staff,RENT,217.67,6000,debt_consolidation,36 months,0.1825,4269.0,31.0,98.0,17.0,10.0,0,0.0,3.0,2.0,5.0,0.0,1.0,6,100.0,0,7,25616.0,Fully Paid
7980,CA,85000.0,4 years,senior processor,RENT,373.47,14400,debt_consolidation,60 months,0.1899,3102.0,121.0,184.0,1.0,1.0,7,0.0,11.0,10.0,10.0,0.0,5.0,13,20.0,1,42,34124.0,Fully Paid
7981,FL,145000.0,1 year,manager,RENT,692.4,21000,debt_consolidation,36 months,0.1149,13885.0,19.0,158.0,2.0,2.0,2,60.0,9.0,2.0,8.0,0.0,5.0,12,60.0,0,21,36660.0,Fully Paid
7982,MI,42000.0,10+ years,equipment manager,RENT,376.37,16000,debt_consolidation,60 months,0.1449,4592.0,124.0,86.0,12.0,4.0,0,0.0,3.0,15.0,4.0,0.0,3.0,7,100.0,0,20,32144.0,Charged Off
7983,VA,30000.0,8 years,dispatch,OWN,183.71,5300,credit_card,36 months,0.1499,3271.0,12.0,197.0,8.0,8.0,2,50.0,5.0,1.0,1.0,0.0,2.0,2,100.0,0,10,6542.0,Fully Paid
7984,MN,55000.0,6 years,consumer relations,MORTGAGE,476.01,20000,debt_consolidation,60 months,0.1502,17018.0,49.0,74.0,26.0,17.0,2,0.0,3.0,2.0,6.0,0.0,0.0,9,100.0,1,10,39638.0,Charged Off
7985,NH,125000.0,5 years,cio,MORTGAGE,465.84,15000,credit_card,36 months,0.0739,13272.0,103.0,201.0,6.0,6.0,2,43.0,20.0,5.0,8.0,0.0,2.0,11,0.0,0,29,22317.0,Fully Paid
7988,NJ,120000.0,1 year,physician,MORTGAGE,187.72,6000,credit_card,36 months,0.0789,29220.0,91.0,143.0,10.0,10.0,1,0.0,14.0,2.0,14.0,0.0,1.0,16,80.0,0,27,68465.0,Fully Paid
7989,WA,67000.0,10+ years,manager,MORTGAGE,290.37,9000,debt_consolidation,36 months,0.0999,10279.0,121.0,125.0,3.0,3.0,1,0.0,7.0,4.0,9.0,0.0,2.0,14,42.9,0,15,76578.0,Fully Paid
7990,FL,102000.0,7 years,manager,OWN,263.09,8000,credit_card,36 months,0.1131,5445.0,139.0,102.0,6.0,6.0,1,43.0,9.0,17.0,15.0,0.0,3.0,21,50.0,1,36,114338.0,Fully Paid
7991,TX,45904.0,10+ years,accounting,OWN,298.34,10000,debt_consolidation,60 months,0.2582,7989.0,53.0,158.0,5.0,5.0,2,77.0,4.0,6.0,5.0,0.0,3.0,8,33.3,0,15,6220.0,Charged Off
7992,VA,55000.0,3 years,manager,RENT,513.8,16000,credit_card,36 months,0.0967,5066.0,96.0,110.0,6.0,6.0,0,27.0,6.0,20.0,4.0,0.0,1.0,14,66.7,0,27,70917.0,Fully Paid
7993,NJ,68000.0,10+ years,admin officer/administrator,MORTGAGE,115.37,3500,car,36 months,0.1147,19059.0,68.0,191.0,4.0,4.0,1,0.0,7.0,1.0,6.0,0.0,1.0,8,0.0,0,15,5612.0,Fully Paid
7994,FL,100000.0,10+ years,manager,MORTGAGE,307.27,10000,debt_consolidation,36 months,0.0667,20370.0,88.0,90.0,1.0,1.0,3,0.0,7.0,8.0,13.0,0.0,6.0,17,0.0,1,30,64948.0,Fully Paid
7995,OK,120000.0,1 year,nurse,MORTGAGE,691.78,32000,debt_consolidation,60 months,0.1075,24448.0,286.0,111.0,45.0,10.0,1,26.0,3.0,12.0,2.0,0.0,2.0,7,0.0,0,19,45959.0,Charged Off
7996,MA,65000.0,8 years,management,RENT,412.96,12800,debt_consolidation,36 months,0.0999,1189.0,120.0,110.0,4.0,4.0,0,0.0,8.0,3.0,7.0,0.0,2.0,7,0.0,0,13,8326.0,Fully Paid
7997,VA,79000.0,1 year,director,OWN,708.2,30000,debt_consolidation,60 months,0.1465,22271.0,144.0,440.0,16.0,8.0,6,1.0,10.0,10.0,15.0,0.0,1.0,17,50.0,0,41,79179.0,Fully Paid
7998,OH,125000.0,2 years,clinical pharmacist,MORTGAGE,849.35,25000,debt_consolidation,36 months,0.1358,29057.0,165.0,213.0,2.0,2.0,2,17.0,9.0,38.0,15.0,1.0,3.0,20,20.0,0,61,292676.0,Charged Off
8000,KY,60000.0,10+ years,team member,MORTGAGE,418.74,18000,debt_consolidation,60 months,0.1399,7102.0,165.0,258.0,3.0,3.0,1,0.0,7.0,7.0,13.0,0.0,2.0,16,0.0,0,35,32593.0,Charged Off
8001,IL,24000.0,1 year,culinary,OWN,256.05,7325,debt_consolidation,36 months,0.1559,1412.0,195.0,137.0,7.0,7.0,0,0.0,4.0,12.0,9.0,0.0,2.0,11,100.0,1,23,14117.0,Fully Paid
8002,AK,95000.0,10+ years,prison staff,MORTGAGE,893.54,35000,debt_consolidation,60 months,0.1825,13632.0,219.0,270.0,4.0,4.0,4,33.0,12.0,10.0,9.0,0.0,2.0,17,100.0,0,33,75584.0,Charged Off
8003,MA,84600.0,5 years,engineer,RENT,401.6,15000,debt_consolidation,60 months,0.205,2741.0,100.0,103.0,1.0,1.0,0,33.0,9.0,11.0,8.0,0.0,2.0,14,83.3,0,23,38377.0,Fully Paid
8004,TX,120000.0,< 1 year,engineer,MORTGAGE,245.05,8000,credit_card,36 months,0.0646,55126.0,99.0,127.0,17.0,1.0,1,0.0,2.0,4.0,2.0,0.0,1.0,5,0.0,0,8,37821.0,Fully Paid
8005,FL,58000.0,10+ years,lpn,RENT,529.51,15000,debt_consolidation,36 months,0.1629,888.0,79.0,219.0,6.0,3.0,0,67.0,9.0,6.0,22.0,0.0,2.0,24,75.0,0,39,20415.0,Charged Off
8006,IN,85000.0,10+ years,school staff,MORTGAGE,521.1,22400,debt_consolidation,60 months,0.1399,12422.0,197.0,153.0,5.0,2.0,3,36.0,9.0,17.0,10.0,0.0,5.0,18,50.0,0,44,85823.0,Fully Paid
8007,FL,150000.0,< 1 year,manager,MORTGAGE,820.04,24000,major_purchase,36 months,0.1398,3432.0,134.0,240.0,13.0,13.0,0,56.0,6.0,5.0,5.0,0.0,0.0,5,75.0,0,12,17158.0,Fully Paid
8008,VA,138000.0,10+ years,agent,MORTGAGE,727.94,32000,debt_consolidation,60 months,0.1299,58953.0,148.0,239.0,8.0,8.0,5,0.0,7.0,4.0,5.0,0.0,1.0,8,60.0,0,17,93380.0,Fully Paid
8009,MN,38000.0,10+ years,contract staff,MORTGAGE,134.18,4000,debt_consolidation,36 months,0.1269,8273.0,36.0,195.0,16.0,3.0,2,0.0,3.0,4.0,2.0,0.0,1.0,4,100.0,1,11,33095.0,Fully Paid
8010,MA,52000.0,2 years,in-house editor,RENT,408.1,12000,debt_consolidation,36 months,0.1365,3248.0,71.0,119.0,6.0,6.0,0,0.0,9.0,1.0,7.0,0.0,3.0,8,66.7,0,15,19488.0,Fully Paid
8011,TX,125000.0,5 years,ICT expert,MORTGAGE,689.72,28000,debt_consolidation,60 months,0.1659,16052.0,157.0,185.0,14.0,8.0,6,7.0,16.0,23.0,14.0,0.0,2.0,22,57.1,0,62,175568.0,Fully Paid
8012,NM,72000.0,< 1 year,technician,MORTGAGE,560.91,16300,debt_consolidation,36 months,0.1448,17204.0,77.0,115.0,12.0,1.0,2,0.0,5.0,13.0,6.0,0.0,5.0,12,0.0,1,24,49389.0,Fully Paid
8013,MO,97500.0,6 years,ICT expert,MORTGAGE,97.82,3000,credit_card,36 months,0.1072,9118.0,99.0,128.0,1.0,1.0,1,11.0,9.0,13.0,18.0,0.0,2.0,26,11.1,0,36,91822.0,Fully Paid
8014,LA,60000.0,7 years,manager,MORTGAGE,396.81,10000,major_purchase,36 months,0.2485,31930.0,71.0,51.0,3.0,3.0,1,29.0,3.0,4.0,4.0,0.0,3.0,7,66.7,0,9,53392.0,Fully Paid
8015,VA,69000.0,10+ years,military officer,RENT,254.8,7000,debt_consolidation,36 months,0.1849,4932.0,131.0,80.0,8.0,8.0,0,76.0,5.0,16.0,5.0,0.0,4.0,6,75.0,0,23,29591.0,Fully Paid
8016,CT,50000.0,9 years,technician,RENT,312.86,10000,debt_consolidation,36 months,0.0789,4106.0,170.0,207.0,12.0,12.0,1,41.0,5.0,4.0,9.0,0.0,1.0,15,0.0,0,23,19984.0,Fully Paid
8017,TX,265000.0,1 year,director,MORTGAGE,591.48,28000,credit_card,60 months,0.0975,59672.0,114.0,242.0,6.0,5.0,5,27.0,8.0,5.0,7.0,0.0,3.0,11,66.7,0,21,140974.0,Fully Paid
8019,NV,42000.0,9 years,loan officer,RENT,662.63,21000,debt_consolidation,60 months,0.2869,1564.0,109.0,372.0,4.0,4.0,0,0.0,5.0,2.0,14.0,0.0,3.0,15,100.0,0,18,23458.0,Fully Paid
8020,TN,135000.0,10+ years,director,MORTGAGE,344.95,10000,debt_consolidation,36 months,0.1465,12564.0,119.0,60.0,14.0,3.0,3,12.0,2.0,8.0,3.0,0.0,2.0,5,0.0,0,14,62820.0,Fully Paid
8021,DE,68000.0,4 years,rsr,MORTGAGE,637.21,27600,debt_consolidation,60 months,0.1365,30412.0,143.0,148.0,5.0,5.0,1,0.0,10.0,10.0,7.0,0.0,3.0,9,16.7,0,24,39713.0,Fully Paid
8022,NC,150000.0,10+ years,director,MORTGAGE,689.37,30000,debt_consolidation,60 months,0.1344,22862.0,122.0,111.0,2.0,2.0,9,39.0,13.0,3.0,13.0,0.0,7.0,16,50.0,0,29,93096.0,Charged Off
8023,NC,160000.0,10+ years,test plans officer,MORTGAGE,564.31,24000,credit_card,60 months,0.1447,8272.0,150.0,201.0,7.0,7.0,3,29.0,18.0,10.0,22.0,0.0,3.0,25,56.3,0,46,71803.0,Fully Paid
8025,CA,50000.0,3 years,manager,MORTGAGE,281.99,12500,home_improvement,60 months,0.1262,499.0,42.0,73.0,10.0,10.0,0,34.0,10.0,1.0,10.0,0.0,1.0,11,0.0,0,14,4989.0,Fully Paid
8026,AL,265000.0,10+ years,partner,MORTGAGE,626.46,20000,home_improvement,36 months,0.0797,76563.0,161.0,393.0,3.0,3.0,4,0.0,5.0,8.0,7.0,0.0,2.0,13,50.0,0,28,156838.0,Fully Paid
8027,VT,30000.0,6 years,care practitioner/giver,RENT,232.64,10000,debt_consolidation,60 months,0.1399,2790.0,63.0,334.0,7.0,7.0,0,9.0,3.0,5.0,5.0,0.0,3.0,6,66.7,1,13,16738.0,Charged Off
8029,OH,34000.0,3 years,assistant,MORTGAGE,268.56,8000,credit_card,36 months,0.1274,3792.0,148.0,121.0,4.0,4.0,0,47.0,7.0,28.0,6.0,0.0,2.0,18,25.0,0,37,68260.0,Fully Paid
8030,CA,125000.0,8 years,engineer,MORTGAGE,361.38,12000,debt_consolidation,36 months,0.0532,50310.0,145.0,201.0,6.0,6.0,6,0.0,8.0,4.0,6.0,0.0,4.0,8,25.0,0,27,15504.0,Fully Paid
8032,VA,29000.0,9 years,manager,MORTGAGE,70.84,2150,debt_consolidation,36 months,0.1144,20632.0,132.0,194.0,2.0,2.0,1,0.0,3.0,1.0,4.0,0.0,1.0,5,0.0,0,12,15499.0,Fully Paid
8034,CA,55000.0,6 years,intel specialist,RENT,608.88,24200,debt_consolidation,60 months,0.1757,4943.0,121.0,140.0,20.0,20.0,0,0.0,5.0,8.0,7.0,0.0,0.0,8,100.0,0,19,39543.0,Fully Paid
8035,IL,80000.0,10+ years,bunge milling,OWN,471.15,21600,debt_consolidation,60 months,0.1114,10081.0,130.0,139.0,5.0,5.0,1,25.0,5.0,7.0,4.0,0.0,2.0,6,0.0,0,14,60487.0,Fully Paid
8037,KY,45000.0,1 year,driver,MORTGAGE,93.8,2800,other,36 months,0.1259,24362.0,130.0,227.0,10.0,10.0,1,0.0,6.0,5.0,5.0,0.0,1.0,7,75.0,1,14,36829.0,Fully Paid
8038,CA,65000.0,10+ years,mechanic,MORTGAGE,297.66,12000,debt_consolidation,60 months,0.1691,15022.0,128.0,128.0,1.0,1.0,4,0.0,6.0,9.0,7.0,0.0,3.0,10,50.0,1,25,11888.0,Fully Paid
8039,IL,38000.0,3 years,operator,RENT,260.18,7500,debt_consolidation,36 months,0.1505,1985.0,5.0,65.0,6.0,5.0,0,0.0,3.0,1.0,6.0,0.0,2.0,7,0.0,0,8,13894.0,Charged Off
8040,IL,55000.0,8 years,manager,MORTGAGE,315.17,10000,credit_card,36 months,0.0839,27970.0,27.0,214.0,1.0,1.0,6,24.0,8.0,4.0,4.0,0.0,4.0,7,0.0,1,21,39846.0,Fully Paid
8041,KS,42500.0,1 year,school staff,RENT,167.37,5250,medical,36 months,0.0917,3002.0,38.0,185.0,14.0,14.0,2,0.0,5.0,1.0,4.0,0.0,0.0,4,0.0,0,13,9005.0,Fully Paid
8042,MI,50000.0,3 years,equipment manager,RENT,124.89,3600,other,36 months,0.1505,5417.0,95.0,66.0,8.0,8.0,0,33.0,3.0,8.0,3.0,0.0,2.0,4,100.0,0,15,21668.0,Fully Paid
8043,FL,68000.0,10+ years,top executive,MORTGAGE,130.94,4000,credit_card,36 months,0.1099,5311.0,179.0,223.0,5.0,5.0,3,0.0,13.0,7.0,6.0,7.0,3.0,7,50.0,1,38,37178.0,Fully Paid
8044,NJ,39000.0,7 years,paraprofessional,RENT,219.0,7000,credit_card,36 months,0.0789,969.0,124.0,128.0,16.0,16.0,0,7.0,10.0,5.0,10.0,2.0,0.0,12,42.9,0,21,10660.0,Fully Paid
8045,CA,100000.0,7 years,realtor,OWN,800.13,25000,other,36 months,0.0944,14126.0,154.0,160.0,4.0,4.0,0,35.0,4.0,7.0,4.0,0.0,2.0,6,0.0,0,14,84756.0,Fully Paid
8046,TX,60000.0,10+ years,walgreens,MORTGAGE,231.0,7000,debt_consolidation,36 months,0.1155,11915.0,161.0,191.0,9.0,9.0,1,44.0,16.0,5.0,12.0,0.0,1.0,14,0.0,1,32,34721.0,Fully Paid
8047,OH,83000.0,3 years,food services,MORTGAGE,688.91,21000,debt_consolidation,36 months,0.1114,30269.0,118.0,232.0,12.0,12.0,6,0.0,3.0,5.0,4.0,0.0,2.0,8,100.0,0,22,59778.0,Fully Paid
8049,MI,172000.0,10+ years,top executive,MORTGAGE,956.84,28000,credit_card,36 months,0.1399,79143.0,140.0,194.0,2.0,2.0,6,9.0,6.0,6.0,5.0,0.0,4.0,9,80.0,0,18,29238.0,Fully Paid
8050,VA,120000.0,7 years,financial officer,MORTGAGE,183.79,6000,debt_consolidation,36 months,0.0646,27152.0,153.0,177.0,24.0,13.0,1,0.0,4.0,8.0,6.0,0.0,0.0,12,0.0,0,24,43467.0,Fully Paid
8051,CA,110000.0,9 years,manager,RENT,324.29,9000,debt_consolidation,36 months,0.1776,3712.0,99.0,119.0,12.0,3.0,0,0.0,9.0,2.0,13.0,0.0,2.0,15,100.0,0,17,55686.0,Fully Paid
8052,TX,80000.0,< 1 year,writer,RENT,771.49,20000,debt_consolidation,36 months,0.2274,4508.0,61.0,35.0,5.0,1.0,0,0.0,4.0,9.0,7.0,0.0,5.0,15,0.0,0,16,67625.0,Fully Paid
8053,IN,49000.0,3 years,superintendent,OWN,458.12,19000,debt_consolidation,60 months,0.1561,2780.0,153.0,62.0,9.0,9.0,0,0.0,5.0,2.0,5.0,0.0,1.0,6,75.0,1,8,16677.0,Charged Off
8054,TN,55000.0,3 years,foreman,OWN,328.43,10000,home_improvement,36 months,0.1122,2160.0,104.0,104.0,14.0,14.0,0,0.0,2.0,6.0,2.0,0.0,0.0,4,0.0,0,8,8639.0,Charged Off
8055,CA,50000.0,2 years,driver,RENT,417.81,12000,vacation,36 months,0.1531,1265.0,8.0,65.0,12.0,8.0,0,0.0,4.0,1.0,6.0,0.0,2.0,7,25.0,0,7,8855.0,Fully Paid
